Former President Trump Speaks at CPAC - C-SPAN,Former President Trump Speaks at CPAC  C-SPAN,https://news.google.com/rss/articles/CBMikwFBVV95cUxNUDJDZUFTMnRhVU5mcUcxVFdBdlp2THJKOXUzdW8tUUxYUFFFUjVQSHJHRXUwOG1ZcExCTjViNy1SN2JSN3JFTTFReGlSbEpHZUd6MTVqcEdDSGkxb0dsWHBjbU1ZN196bXlnZDhiSk5yVDk2VzcxTWppVTRTb0VjaXdJRTNWZV9MM1FtWUVEZm5OZlk?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Sat, 04 Mar 2023 08:00:00 GMT","{'href': 'https://www.c-span.org', 'title': 'C-SPAN'}"
Read all of the charges against Trump in the New York hush-money case - PBS,Read all of the charges against Trump in the New York hush-money case  PBS,https://news.google.com/rss/articles/CBMipgFBVV95cUxPYUEya1pULU1rVlZuMnNPeENjOXh0X1M1ZEp1WU1zU29ZLWdzdUdIMWJxZGlNdURBX2Iwb1pleEpRMUdKSkVhMm93Qm5fZkJQWUt5b3hXd0pyQ2IzTHM5elpxT1BLdnM0cC10QVA3VzBFdjJsNDM0RFNtVFhmUkI4UkRCMXh1dzlKMzRQMUd2MEE1SnJxYmRFdmN0ODNSZk0xZmhNa05B?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 04 Apr 2023 07:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
"Texas Republicans quickly blast Donald Trump indictment, calling it “catastrophic” and politically motivated - The Texas Tribune","Texas Republicans quickly blast Donald Trump indictment, calling it “catastrophic” and politically motivated  The Texas Tribune",https://news.google.com/rss/articles/CBMilgFBVV95cUxOTE1UaFhBbGRSRkMzdVV2SHBPTlZtRU93V1ZtNmR6TG5rb3hvM0J3Tnh3R3lDYlB4S0pEeEpfZ3BXU3RTOE9YalNscHFGQTVSc2lwOXVkSGFKcnlqaXRfeG5RQ1BLMXhUby1xOWFIZHhZanhnUzRmenVyRnlkYkhhVW5ZTXljVG16a2c1clpJY1BTRlc5VkE?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 30 Mar 2023 07:00:00 GMT","{'href': 'https://www.texastribune.org', 'title': 'The Texas Tribune'}"
"Love him? Hate him? For Donald Trump, attention is attention - AP News","Love him? Hate him? For Donald Trump, attention is attention  AP News",https://news.google.com/rss/articles/CBMirAFBVV95cUxQYmJVc0s2UUdDSzROVHZxZWo0UGgwMFdFaVV4OU5WY1hBY01ZdVE3SFJiMVREY0Vjdl9ZZlVjX090TnZENURDLVFNaW1PbloyeVoxZ003QzZrb1c3dmVtaU1wd1RrNnBJT0RxcEIwVkp2X01GMl9yNjlPZlJuY3o0Z05IM1BmOVp5VkhiSVhKUC01QVItYnRHSjVXUE40UzhPbVI0VzdNYlR5Zkti?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 05 Apr 2023 07:00:00 GMT","{'href': 'https://apnews.com', 'title': 'AP News'}"
Donald Trump has been indicted following an investigation into a hush money payment scheme. Here’s what we know - CNN,Donald Trump has been indicted following an investigation into a hush money payment scheme. Here’s what we know  CNN,https://news.google.com/rss/articles/CBMihwFBVV95cUxQcmh2VG53MG5wd2szb0x6dVVORWx2SHpNM1BwMU5IR09vRk5zQWc2bEpxRmhON2xRSGdyMjZka1BmSnU2UFoyWWlaZWRvRzdkSDNTZWR2aXhKTUdXaGl4Z21ZSXJpRVpaaFpJWlZKd2ZHUG5GMUtrTmVYOGFsRGZ1cjJoSWxVQVHSAX5BVV95cUxQZFdOYlozSFdUckJENU1scElfeVpXMXQwWDEzY2hwNkIwZ3lzMzVXaXNCV25ubDY2eHA3RmplTi15eWNwYnh4XzRwR1pGbGtQSTNiM09yMXdaZzFEMTluenNRV2wtSjZCbVZndm50LWhzb3hTSE5nM2hCdHd2MkE?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 31 Mar 2023 07:00:00 GMT","{'href': 'https://www.cnn.com', 'title': 'CNN'}"
"Trump reports little income from Truth Social, $1M from NFTs - AP News","Trump reports little income from Truth Social, $1M from NFTs  AP News",https://news.google.com/rss/articles/CBMiqgFBVV95cUxNT0EyMklXX3luNzFEV0hncEhaUjZETXZFaVZVZnJKQ2x5ZEd0VUYwRGVnVDBxRjQ0U0l3LVE1U0xiWk9KaTJjUHlDbDUzbjBncmlOMnlNNFJHSzZKbzNjZC1vT1F4b3UwdHhqaGVnODB1YV9jSUhSalhCMkp2dmZxMzQ2eHNYdUVkTVA3YmtUODhnWmJMSHVDeWIwTjgwZ09lYWJnTWZ5MmZ6dw?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 14 Apr 2023 07:00:00 GMT","{'href': 'https://apnews.com', 'title': 'AP News'}"
Is Trump’s Indictment Good for Democracy? | BU Today - Boston University,Is Trump’s Indictment Good for Democracy? | BU Today  Boston University,https://news.google.com/rss/articles/CBMifEFVX3lxTE5BdEdPNW9MaVdaRDNsUUFWbDBURS1RVFB0NG1KSUUtT2UwNjlWTE9QUDY2cTQzWjV4QkxnSHJ6MzFnVG5Yc1Ewa1BWN1FraDhnUi1lLVJyTjdtZmxuQWhRWGx5Q3pDdWdyc3NMR3BOVmFmZkNXY21PWlpiUXk?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 31 Mar 2023 07:00:00 GMT","{'href': 'https://www.bu.edu', 'title': 'Boston University'}"
The Case Against Donald Trump: What Comes Next? - The New York Times,The Case Against Donald Trump: What Comes Next?  The New York Times,https://news.google.com/rss/articles/CBMiekFVX3lxTE4zVHN3aHltdXdoRkVyWFNEb3RESnk4MGh6NlZCM1Vaa2RaRnNZTGVSdU03NTkzMEFkNWxlb0tCNVlLR1JqR1MtWElMMGJKbU5rQldCM0hISWR5SUdpdGxJejBWeDNZc1JYcW1fYzV6SGJ2cTlodGtNam5R?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 05 Apr 2023 07:00:00 GMT","{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}"
"‘Delay, delay, delay’: How Trump could push his trial into the heart of campaign season - Politico","‘Delay, delay, delay’: How Trump could push his trial into the heart of campaign season  Politico",https://news.google.com/rss/articles/CBMiiwFBVV95cUxNajNjcHJjYk8taUI0enV3OXpvMGk3VTJlQnZCcWlXb0JWc1JucnpnaEp0VWdTMTlibXFHZVJlelRQYjUtQ1pmRzVXTDBkWnVMRTNTb0ZVY2VidS1fNzQ4YUt3aHJNWmo4bkFoTmVZS29kQ2c3VzEza1J1VWdJT1NyMnE3bjJmams0RExV?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Sat, 01 Apr 2023 07:00:00 GMT","{'href': 'https://www.politico.com', 'title': 'Politico'}"
Trump lawyer in court after being forced before grand jury - AP News,Trump lawyer in court after being forced before grand jury  AP News,https://news.google.com/rss/articles/CBMitwFBVV95cUxORXFFQTNUTjBPUU5CWi1IVTJzLWpKQ09ZRGlNTC1sU05UWk1IM1l1TUxyVGtGRGxKNzhaRTJKZVdRQU5wRnFHaE5mM1VMYk5KTWZPeE0yNElWd0lBQ1NSQXhOZzdmQVlmN3VQNkY4TDRsRFdsSGRLbFFQSzg2OGhxUmdIYnVPOUJ1bklWTmNWSjhxWXNjZTA3TGhrTkQ0T0REek14M3M2aXRGR09HVHAxSjZMbEIyLVk?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 24 Mar 2023 07:00:00 GMT","{'href': 'https://apnews.com', 'title': 'AP News'}"
Meet the chief federal judge overseeing several high-profile Trump grand jury probes - NPR,Meet the chief federal judge overseeing several high-profile Trump grand jury probes  NPR,https://news.google.com/rss/articles/CBMid0FVX3lxTE5JWjlJMzQ3aDJkc1ZDUE5SZWtmNHlVUkxRcHI3STV1eU96TWFSRXFuV0w2NjBTTXotZ0IwYWU3dGptYlRJSzRmUmxsWWJMSnA5X3k2MklwcHJmZE1yNE1rTFRqeUZUVzB6OG1fUEtvWnlUWGQtNlo0?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 10 Apr 2023 07:00:00 GMT","{'href': 'https://www.npr.org', 'title': 'NPR'}"
Republican leaders and Trump loyalists on Capitol Hill rally behind the former president after indictment - CNN,Republican leaders and Trump loyalists on Capitol Hill rally behind the former president after indictment  CNN,https://news.google.com/rss/articles/CBMinAFBVV95cUxOMU93eGVySUgyNzZUX21oSUpaaUUxeTAtbEZfU0hzcnZROVZYNzNvQVhSU1ZSbkViZ003anQ0X1dvTl84YUR2VzJRQkhnckZRejhlZzFvX0VpMzYyMi1PNmVFMXBJNWU3VUkyNkNJemU5R0diRjA5ZVMzbkxYa3ZZblRNRjU2bzdxVHZsN29aWlM3RWUtQkxYNnNxb23SAZMBQVVfeXFMUHhjeVB0YXRZRVhWU2VCRUY1dWE2SVU2Rjcta3FMSVdnRC1WQ1BkQW9VVzRzZ0lBbHhEdkxSYjFIRnE4MnBjQUJMYXYtNWFNX0Y1UjlSSW54S3U3NDJpQ25OVUZ4eFpaeDZBNG1ZTXBYQkxhakE1d2o5TUxQdkJWeTFqSm9mWU5rWnU1SmdqbVhLTkFR?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 31 Mar 2023 07:00:00 GMT","{'href': 'https://www.cnn.com', 'title': 'CNN'}"
AP sources: Trump facing at least 1 felony charge in NY case - AP News,AP sources: Trump facing at least 1 felony charge in NY case  AP News,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOZFVQbUFPUnZjdkQ4SkFBOTRGZzF4dldiUmpPUDJWaTBCYkpmOWVIVVZiQmt6X3BpRTZzdEx5b0hKWi1vdFF0MWlsc1JWU3M5d0FXT29uTzJxbjFzSWh5dDYyU2RBanhhNXBHbDJxX1ZNQkRhbnpwOEJTa1ZtS19Zcm81czdXWV91UnBSMTg2bllMbV9iZlRCbzZiTmo4MFZHOVNrNEdsRDc?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 31 Mar 2023 07:00:00 GMT","{'href': 'https://apnews.com', 'title': 'AP News'}"
Trump charged with hush-money scheme to boost 2016 election chances - Reuters,Trump charged with hush-money scheme to boost 2016 election chances  Reuters,https://news.google.com/rss/articles/CBMijAFBVV95cUxNU1ZrMlBRVDhkNXJXQkNtU1ljbWtpRGJhSGVtT3RUYTJGYmlXd1NCLUtHeHliVU1meENjam9JQXMwZGRKREVuWGpsQl9XZVVRMnlGMzlKRU1iSmd4ZkNiVXFlSVpTSGRRU1VqVmtHLUV1VkpXME5XdTlXNWVqaHN6YkhZV2JMTVBLNm5zVA?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 05 Apr 2023 07:00:00 GMT","{'href': 'https://www.reuters.com', 'title': 'Reuters'}"
"Former President Trump Remarks in Davenport, Iowa - C-SPAN","Former President Trump Remarks in Davenport, Iowa  C-SPAN",https://news.google.com/rss/articles/CBMiogFBVV95cUxNMllJcTZPbUw1WFJWLUhTUE5Oa3lieWFFc284ZjdQa0NFaW93WlZ3ZDF4LTV3VmJtZGZOd0xEZVNqSERHb3V6SlVHSUZhRWNfenByWHRVRURtdnlNWUhmamxXemkwQVdGTnl1bTZaNW5KT21LMTRJUTMwTXIwRGZ3aC1oU2QwZUE5REFiVUpwUUVhUDdJSFJyYUNVT1FPcXRjVFE?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 13 Mar 2023 07:00:00 GMT","{'href': 'https://www.c-span.org', 'title': 'C-SPAN'}"
"Former President Trump Holds Rally in Waco, Texas - C-SPAN","Former President Trump Holds Rally in Waco, Texas  C-SPAN",https://news.google.com/rss/articles/CBMiogFBVV95cUxNdVdodmlENE9LakQyWUs3TnpiWmRhRTRSUkJySmFHSkxKRGZ4cTJhdlN3VzNoSi1UY3ZWbWxGNXN3Z0RHQmVQWGN3YVNVeXB1RVJPdk5XcFBUWEJlajc1dTNHM2tuT0ZoNXRlX0NfVWZiVEdYNnJ0ZkRjUVJhanJvX0sxN0VZWklISTR5SXRKSkg0dXEwN2d4ejhtQnJhT2RnNXc?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Sat, 25 Mar 2023 07:00:00 GMT","{'href': 'https://www.c-span.org', 'title': 'C-SPAN'}"
Indicted Trump arrives in New York for his day in court - Reuters,Indicted Trump arrives in New York for his day in court  Reuters,https://news.google.com/rss/articles/CBMioAFBVV95cUxOYWVyQ1k3YnpENUNMbUcwSGRhNXVTSmZhQUN1TUIzYjYzX3cxNzBoUWszVHlTN1RXWXBYOGVnZDZsTGVXSnZpSFp6d0dTb3ZWandsQzgtendabUVDOVlyOWp6Q3RwMUJmeVVEUGw5V3MydjFxTzFfNGZIb2hEZzB3NGhtUlJSbDBWV3NGcFhtaEd2TThaUTBWRW1LanROSnJD?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 03 Apr 2023 07:00:00 GMT","{'href': 'https://www.reuters.com', 'title': 'Reuters'}"
Trump will not appear in court in handcuffs - lawyer - BBC,Trump will not appear in court in handcuffs - lawyer  BBC,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5aNzllQnV4SkhaY1d1NzN4RV9RU2Y4MVNqYjBfQjFyLVcxc1U0Q3liQ3NGbG1zMklwYThKUVlMaGY1YjhsT0ZVMXYweVVQSkIzdEtyR2luZ3JOME1VenfSAWNBVV95cUxOeGdrd0E1SS1ta2R1a2x2N3FETFpFcjZRSEpuSTNxY2lvNVFEd0RJYnpBMDZfdko2VHJWaW9zUXA5N1BvTGtWOUN2X2lhWnM2S1N2TXNqVUt6YkgweXdrS3JIWVE?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 31 Mar 2023 07:00:00 GMT","{'href': 'https://www.bbc.com', 'title': 'BBC'}"
Tillis Statement on the Indictment of Former President Trump - U.S. Senate (.gov),Tillis Statement on the Indictment of Former President Trump  U.S. Senate (.gov),https://news.google.com/rss/articles/CBMingFBVV95cUxQNjRsOW5iQTJNOWV3d0ZhbDZObnRJMExpSU1sT2l0aGJqOXVGc2ZTU0Zhb1dMYk9oWlFyazhZbS1Wbjh3WW94Z0hkdzlxaklxc05GSGhxU09WSW9hbEwtNXRYZ2Z1NXloSTY5LUFXZXBWdlRvZTZtRUhOUkJfcUJhSDBXSGNxMTdLczVkYkVaVk4wM25ELU8yU21iT0V2QQ?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 30 Mar 2023 07:00:00 GMT","{'href': 'https://www.tillis.senate.gov', 'title': 'U.S. Senate (.gov)'}"
Analysis: A Surprise Accusation Bolsters a Risky Case Against Trump (Published 2023) - The New York Times,Analysis: A Surprise Accusation Bolsters a Risky Case Against Trump (Published 2023)  The New York Times,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPSlNKc1d4cTZrQWZWWDNyeXFTY2NCRE5BUWJUZXp3OHhSclMwRjVvLTJjSkViMDVsbnJPa3dITm5DcXJNUW1tWnNIVTVWRmU3c2F5dGZTdjV6UlBld0NyU3dOSWhGUzEzeUhqUkl4UlpsZktnVkR2OU9ESU1YOFZlWVVWRmMtRkFp?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 04 Apr 2023 07:00:00 GMT","{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}"
Donald Trump indicted by Manhattan grand jury on more than 30 counts related to business fraud - CNN,Donald Trump indicted by Manhattan grand jury on more than 30 counts related to business fraud  CNN,https://news.google.com/rss/articles/CBMif0FVX3lxTFA4Z1k1OWs2UklieVNldEs3cVQwVVdrUjFWMmxLQnZsOG5ZTWs0ZjlNOV9jckF6TTNZWk44M1V6QkJhVVhfWUpXVWpSZDktMFI2cVVZU1E3eVc4V0h3N3FlOE9uaEU4bXNWbUR4WFB6Y3AwMndibC1PZUxWLXdwVjTSAXZBVV95cUxQcU1ReEk2SVJEWTNxZDZ1VTJrckVJOWNIY1ZxWTB6RnBjTm9meFdWa2dIcEMzazNnaDl4RkhiY3lHbnpBM2NVY3VYb2tKVF9faGs4eks2empVdXpFSnE4dVVXRzJUZUItX3MxMndGcGRGYmRTUTZn?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 31 Mar 2023 07:00:00 GMT","{'href': 'https://www.cnn.com', 'title': 'CNN'}"
Trump charged: How the world reacted to his arrest - BBC,Trump charged: How the world reacted to his arrest  BBC,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9mUmV1MEpFcDNUNkd3RVA3eVdSLVRraHhnY3VnaHdzY0pSbW5LQV8xRlhWMl9SUFdrWkhoeHhXOGNvdDBnU3hvWXdBT2NXSmJVZVlGbWRQWWxsNlVZcVHSAWNBVV95cUxOWmhHX185TmtEVFBZczNYa2h3MVFzb2pzLWkyQTU5bVY1MndYd29vNlNPdFByVWdsSHBxdnYzWXo4RTFWR2poQVhZUHBGMjFRTjNyZlBVRDhGVW1aa3lQaU1DenM?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 05 Apr 2023 07:00:00 GMT","{'href': 'https://www.bbc.com', 'title': 'BBC'}"
5 things to know as E. Jean Carroll's civil trial begins against Donald Trump - NPR,5 things to know as E. Jean Carroll's civil trial begins against Donald Trump  NPR,https://news.google.com/rss/articles/CBMikgFBVV95cUxNMER4M1pvTmtBZnNXb1ZaTzV5WU1CXzBqUlBIemN4dGQ3M2ozTU1PMXg3TlNjbWlPSFk5RmF6ZWZqdnpQWVBYM0M2WFBHclQ1RzhPTFNTQlJKV1FoQjJIcWt3YjczdURMTW1RSVFDVzVEZmhBQlBVb055eTRTbVFXSjFiRVU4UkJZd1poQzR3V0NJdw?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 25 Apr 2023 07:00:00 GMT","{'href': 'https://www.npr.org', 'title': 'NPR'}"
Six Takeaways From Trump’s New Financial Disclosure (Published 2023) - The New York Times,Six Takeaways From Trump’s New Financial Disclosure (Published 2023)  The New York Times,https://news.google.com/rss/articles/CBMikAFBVV95cUxQRjFxcWNzTHgtZXBrYmhaQ05HMzh3YVJONFlRdXYyWHJtY1V5VGtWNlJpZng4N1p6M0FOQUxkWEprS3VseWJLdEJjQUdIcDVIdmItanc5UGd0Z1pCb2F6RHNYY2xNUktUQ2J4SWdzZ2lxZVFuMl80dzd2VFVUNWt1a1VGVlRzT1IyVG9tVEc3UU0?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 14 Apr 2023 07:00:00 GMT","{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}"
What happens after Trump's indictment? Here are some of the logistical considerations - NPR,What happens after Trump's indictment? Here are some of the logistical considerations  NPR,https://news.google.com/rss/articles/CBMieEFVX3lxTE1jM1Q1TmVmTVZCYXl5OWVUMDNUNFlOeUxEalk2ZFNJdVROdjh5TFdFdURMVFdmX0gxdTZvbEliMU5laW04UDJGUGlzaURWUl9mandnY3VPVWVsU1pibzc0ODBnRDIzTEg2bUt0YUU4QXpzcGoxY2lqMw?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 31 Mar 2023 07:00:00 GMT","{'href': 'https://www.npr.org', 'title': 'NPR'}"
Trump Pleads Not Guilty To 34 Felony Charges - NPR,Trump Pleads Not Guilty To 34 Felony Charges  NPR,https://news.google.com/rss/articles/CBMijwFBVV95cUxNQ2NEem0tbFpieGVVT1pISEtDUFQ4c0p4eXRWTUp0SVMzeFVtUFlpVG1ZbmpWZUw5YTVGQThyazBaRUhxRGgzb0hjNGJOS1JTUy1JRnB0ZFdwaTEtbmZGRzU3WWVRakZZQU0wN0dDWGVvX1ZkaFBoUHRkY3NRM0lHSU9HbkZLM2JyWklFQkFJYw?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 04 Apr 2023 07:00:00 GMT","{'href': 'https://www.npr.org', 'title': 'NPR'}"
Inside Donald Trump’s rocky relationship with the Supreme Court - CNN,Inside Donald Trump’s rocky relationship with the Supreme Court  CNN,https://news.google.com/rss/articles/CBMitAFBVV95cUxOLTBsWnE4NU5neXVZeDV2VTR0Z1RzaVlpVVktWFZsdFJETnF2UEZUc09MNDNYSS1QVEZUbXcwZG5oY21JSnlpZTMwZmpNY3YxQm9UdnQwZUJ4eVBCQkRxdjlaM21ibU9nMWtwd2N2d2FJSXdiVzRfMGNteG9jX3AyOFpjeTJvZW9qeHJrQ1hoQ3pwdkFTak5QYlBUbmhhMUJtdjZXYm5wREJtSWZ3WGtCbkR4VUTSAasBQVVfeXFMTkhsOGh4NDNPZVhiRGlLWWh3RlVNZW8xNWdPMEd3UnJGNllDOWZ6blN2LUE5eW9tTE9ZV2Y1NFRpU29iRnhib08xd0FnVzFwMnFzTHVqT1RYdV9ET0NXWG1rYVBzQVZDQnE4NEJyTFdsallpbnFaMi1DYXpEbTJlLVJPb3h4N0M1TmVNZnNZc1NxMjlOVzBpZ2tpanZqdWRSeXAwSjZLZ19CQXc0?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 03 Apr 2023 07:00:00 GMT","{'href': 'https://www.cnn.com', 'title': 'CNN'}"
"To convict Trump on hush money charges, prosecutors must get into his head - Reuters","To convict Trump on hush money charges, prosecutors must get into his head  Reuters",https://news.google.com/rss/articles/CBMinwFBVV95cUxQMFYzYklobEhYTnZ5Y3JwTk9CaDVDOW5XRzcybGtBZE9PcDl1RzF4eFBWQTJ2dDljMG5iLUV3X21wQlVKMmZNQkNSN3gtejliNGxsNFZ6eDBVLVZwOG02QlVteXpKOUk2Uk9MMjluVDl4Uk1GLUVIY1Q1aVVuWGJ6MkdnU3Vqei1pYUV2a1RPQ1NlNS1kQzNBdnA4a0JWWkU?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 05 Apr 2023 07:00:00 GMT","{'href': 'https://www.reuters.com', 'title': 'Reuters'}"
Prosecutor: Proud Boys viewed themselves as ‘Trump’s army’ - AP News,Prosecutor: Proud Boys viewed themselves as ‘Trump’s army’  AP News,https://news.google.com/rss/articles/CBMipwFBVV95cUxQVGtBYkZmdzQ0cFZXNjNvU256RFl4WVY0aGlpR3cwMmxFbTVKMXBRTWk3NzQ4c2dPTHJVTy1PZVJFMUlQN0p3SWtWUFZTVFpObllZbnQ5cjB6UFhRWXZfQkxjaE1XZjJTMEF1Q2JlTkhiamxLTFRoMzNPRF9BX2Z4ZVZNb2VKSDdEYzZSdGVnUzRxelhyYVpGWDFMdHZSd0gtbEF4LWVGOA?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 24 Apr 2023 07:00:00 GMT","{'href': 'https://apnews.com', 'title': 'AP News'}"
"The dubious legal theory at the heart of the Trump indictment, explained - Vox","The dubious legal theory at the heart of the Trump indictment, explained  Vox",https://news.google.com/rss/articles/CBMitAFBVV95cUxOM29qeDM4MlZwS1ZsanBrRks0RE1INGNXNHIyZWw2X3pwenRjYWIySzJvVGNQalpkZGtDSmlwZUJwaUZjNndxeldDcXhqOENWcVFLdjNjdk5LdmNxSUZZM0lHM3o0b2dTVERtbXpGT1BJRng4Z1BGZU5sZTBwUkUtTGNqU19PbERvRnEzZndaQ2xQNWpxTGxaaThqQzBFWmJZQkdIMUVVNnR1Ul90aWQwZlMxSlQ?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 04 Apr 2023 07:00:00 GMT","{'href': 'https://www.vox.com', 'title': 'Vox'}"
Full Panel on Trump’s behavior: ‘Is this strategy or a public nervous breakdown?’ - NBC News,Full Panel on Trump’s behavior: ‘Is this strategy or a public nervous breakdown?’  NBC News,https://news.google.com/rss/articles/CBMi0AFBVV95cUxQd1ZOVzlLTVFSZndlcmI2WVpQZFNUSm0tMjNMbk51a3ZjUnZaRnZocnpnczlOSEZseVNTbmVNS09qVmE3YmVxYkFvbURZR1VyVFVkRG5qSUtGQkhUUVZSVzQtNzM2SHNiNjFHQy1NTXp3dUFMX3FfWG8xTk1pMTBEazFVdmpaUWFXUGlVVnlmYVUxREp5TzJpTHVsZHNpbnJ0NHUzUFlhY0l0Wk5oblFMTUZrZENONUNZaC13b01mTWxTVm1URmU4SWlMaGNhYl940gFmQVVfeXFMTnFzXzdzR2p1cUlWNS1JbVI2SlRiZWthQnh4dy15eGtrY29mY1NrS1JhY2hKQlo1WFZVX294c3Q4eWNnSkhKSFduZ3BaTlo1OFRtMlB0LWNjQXJCTkpPZWw2X0Rya293?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Sun, 26 Mar 2023 07:00:00 GMT","{'href': 'https://www.nbcnews.com', 'title': 'NBC News'}"
"What are 34 felony charges against Trump, and what do they reveal? - BBC","What are 34 felony charges against Trump, and what do they reveal?  BBC",https://news.google.com/rss/articles/CBMiXkFVX3lxTE5NUkVDSW5iWjdpVzRlVkJ0YTVra0ZCRnNuN3M3X1ZzWG5QSEVlU1JPaVprZnE5M2Y2bmljM3JUZ2E4ZUVDQ0pNcTR4SWl3VXFVUm1kR1gxanNUYVNZWGfSAWNBVV95cUxNTjRpeWZQUG9nRE9nSTJHNktHbUhhVmk1YXBJbzJjMThDRENhb2JqRElxWEtpRDhHT0JsQ053NjRnZEwtNDJTVVAtdVV1RzZLWUtrc2tFWEp3UGdvaWRVYjRuRzg?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 04 Apr 2023 07:00:00 GMT","{'href': 'https://www.bbc.com', 'title': 'BBC'}"
Why a liberal and a conservative agree Trump's indictment is unwise - NPR,Why a liberal and a conservative agree Trump's indictment is unwise  NPR,https://news.google.com/rss/articles/CBMiswFBVV95cUxQN0g3WndMa3FzU19mWWFQeno5d25kcFI0dmx2Qm5zUzFLZnNNckxicVdQY2ZzUU9QdDNaTURfSGM3eGE2VFNmem5LUXZ4RzF0RVZBc05fdXpud0xUZEtyTHhzeEtqMzNrZGFyZWRpb0NZV0R0MV95WmtoSjlBYVVsdGlGVjdxTnhENEU1YU5tOU9aSkF0R0pfSmRoSWd6LXM4LXgyTDdYVU9GdHIzY3huc1VGQQ?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 06 Apr 2023 07:00:00 GMT","{'href': 'https://www.npr.org', 'title': 'NPR'}"
What could kill Trump’s alleged falsified business records case? - NBC News,What could kill Trump’s alleged falsified business records case?  NBC News,https://news.google.com/rss/articles/CBMikAFBVV95cUxNVGZzTHJjd1BYX3p2SV81Y0d4T1c0WVBmN2ZUd2FWVW1lOTRPVC1ybVVXUk9OeHZwWThscEFvcEV4eHpwSnJiNi15Nk9Za25lanlOa1dvZVdoV2pmUm1YSWRZU21aRnE5aXRCdndRYzVpX0RHV0lfcndVQWozV2Iza0FTNVhRejc0cGFwXy1GaUzSAVRBVV95cUxPTGY0SXJyZ25qdnJXeGlkOENfQy1GWHVVS3FJbTA2d0JrVkRnQmR6a05hZE1LeHk5SnRZU0hRWFg3REcxYXhINGJjbndEWU1WRFBoNXQ?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 05 Apr 2023 07:00:00 GMT","{'href': 'https://www.nbcnews.com', 'title': 'NBC News'}"
"New York, city of Trump’s dreams, delivers his comeuppance - AP News","New York, city of Trump’s dreams, delivers his comeuppance  AP News",https://news.google.com/rss/articles/CBMijgFBVV95cUxQem1SdGJ5S2JoU1hLY0dkMHZ0bDVQWk84UWllNWZzVDZhRDNfM09LN2tqQ1dFd2Rwc0RPTXAwVkNWNXdPbGUxcE5mTXZINWNhMEh0OE9RMURRWEVxNFFXVXE4UlR1bnFlR1dPbUJLT2pueXVoMUhENFJjM2pTblJPMFA5LWh6UjZnX19iVWNB?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Sun, 02 Apr 2023 07:00:00 GMT","{'href': 'https://apnews.com', 'title': 'AP News'}"
